98110,47.6490,-122.5235
98225,48.7519,-122.4787
98001,47.3223,-122.2872
98002,47.3076,-122.2315
98003,47.3290,-122.3154
98004,47.6149,-122.2015
98005,47.6204,-122.1671
98006,47.5468,-122.1576
98007,47.6090,-122.1415
98008,47.6149,-122.1015
98020,47.8107,-122.3765
98021,47.8073,-122.2046
98023,47.3154,-122.3593
98024,47.5765,-121.9843
98026,47.8107,-122.3490
98027,47.5290,-122.0415
98028,47.7490,-122.2576
98029,47.5607,-122.0265
98030,47.3715,-122.2154
98031,47.3857,-122.1957
