59001,45.52952,-109.54022
59002,45.99832,-108.6649
59003,45.48179,-106.20153
59006,45.90755,-108.08535
59007,45.15555,-109.15805
59008,45.07982,-109.07496
59010,45.97505,-107.3037
59011,45.92453,-109.97244
59012,45.29922,-106.6006
59013,45.46131,-109.08054
59014,45.15351,-108.66421
59015,46.08464,-108.83464
59016,45.41871,-106.93872
59018,45.85791,-110.62326
59019,45.62995,-109.24208
59020,45.08831,-110.01499
59022,45.57541,-107.26756
59024,46.20549,-107.71464
59025,45.09503,-106.7178
59026,45.46385,-108.78392
59027,45.26118,-110.90674
59028,45.32093,-109.7434
59029,45.4085,-108.80467
59030,45.08882,-110.59376
59031,45.50005,-107.37964
59032,47.0106,-108.75808
59033,45.72296,-109.73246
59034,45.70121,-107.7078
59035,45.29814,-107.96042
59036,46.46606,-109.89035
59037,45.852,-108.20927
59038,46.18917,-107.23069
59039,46.68533,-107.28458
59041,45.50239,-108.9663
59043,45.53266,-106.6568
59044,45.64251,-108.74975
59046,46.39147,-108.98604
59047,45.56852,-110.55174
59050,45.25013,-107.47849
59052,45.43651,-110.18676
59053,46.45713,-110.43492
59054,46.66809,-107.7691
59055,46.10282,-109.78662
59057,45.85358,-108.95377
59058,46.98517,-107.79652
59059,46.51161,-108.088
59061,45.39634,-109.87728
59062,45.15773,-106.20895
59063,45.65079,-108.97028
59064,45.88011,-107.87245
59065,45.26883,-110.6784
59066,45.33907,-108.49718
59067,45.96827,-109.23433
59068,45.15929,-109.45626
59069,45.72204,-109.57945
59070,45.36289,-109.17961
59071,45.26582,-109.57003
59072,46.51839,-108.54969
59074,46.36062,-109.30181
59075,45.40457,-107.85051
59076,46.28252,-107.06847
59077,47.22224,-107.58999
59078,46.32585,-109.5442
59079,46.0607,-108.36718
59081,45.01979,-109.98295
59082,45.84041,-110.29227
59083,46.55133,-107.56312
59085,46.36172,-110.14019
59086,46.05608,-110.65293
59087,47.16806,-108.22779
59088,46.13006,-108.02933
59089,45.09259,-107.34476
59101,45.63013,-108.36445
59102,45.77479,-108.58133
59105,45.87708,-108.50145
59106,45.80637,-108.6948
59201,48.15981,-105.64647
59211,48.69582,-104.35493
59212,48.19231,-104.16968
59213,48.17553,-104.85612
59214,47.28325,-106.02221
59215,47.50431,-105.74543
59217,47.58449,-104.24455
59218,48.09993,-104.52361
59219,48.5579,-104.15541
59221,47.91952,-104.1816
59222,48.7007,-105.1557
59223,47.90319,-106.19348
59225,48.27723,-105.97413
59226,48.34283,-104.51545
59230,48.09992,-106.80196
59231,48.40395,-106.54411
59240,48.84222,-106.24046
59241,48.46125,-107.04602
59242,48.4387,-104.55787
59243,47.76062,-104.67387
59244,48.62832,-106.30945
59247,48.51848,-104.52209
59248,48.27555,-106.25841
59250,48.86715,-106.63905
59252,48.92728,-104.82152
59253,48.70422,-105.83496
59254,48.75753,-104.61123
59255,48.23115,-105.16825
59256,48.91919,-104.54965
59257,48.75364,-104.94239
59258,48.57025,-104.735
59259,47.69109,-105.08416
59260,48.84027,-106.10217
59261,48.53327,-107.3599
59262,47.49341,-104.50518
59263,48.78921,-105.51838
59270,47.57233,-104.08264
59273,48.29491,-106.93589
59274,47.83944,-105.42204
59275,48.87415,-104.17865
59276,48.92979,-105.20108
59301,46.36022,-105.85055
59311,45.16944,-104.53017
59312,47.0541,-106.26872
59313,46.27497,-104.25016
59314,45.07847,-105.43933
59315,47.44241,-104.87483
59316,45.33726,-105.04973
59317,45.33477,-105.52106
59318,47.48955,-107.4784
59319,45.40696,-104.17379
59322,47.03521,-106.64069
59323,45.91234,-106.7032
59324,45.76652,-104.58732
59326,46.77178,-104.85183
59327,46.2389,-106.7082
59330,47.11812,-104.76469
59332,45.37589,-104.72542
59333,46.28123,-106.24765
59336,46.342,-104.95063
59337,47.39098,-106.81486
59338,46.63392,-105.65584
59339,47.22587,-105.19934
59343,45.65602,-105.43296
59344,46.3516,-104.5713
59345,45.85367,-105.20436
59347,46.45434,-106.34614
59349,46.87278,-105.48388
59351,45.7633,-105.70844
59353,46.96394,-104.28218
59354,46.18924,-104.41939
59401,47.51083,-111.27691
59404,47.63197,-111.34807
59405,47.28102,-111.25937
59410,47.49442,-112.64299
59411,48.88965,-113.41403
59412,47.32538,-110.8762
59414,47.5276,-111.26871
59416,48.04059,-111.52359
59417,48.54483,-113.0086
59418,46.80258,-109.87849
59419,48.00641,-112.40855
59420,47.89688,-111.04034
59421,47.20179,-111.72
59422,47.83957,-112.48266
59424,47.34929,-110.1022
59425,48.18641,-111.88738
59427,48.77357,-112.61639
59430,47.43089,-109.83434
59432,48.14595,-112.58853
59433,47.89565,-111.68483
59434,48.68682,-113.55678
59435,48.5616,-112.06059
59436,47.6135,-112.0907
59440,47.72489,-111.14261
59441,46.852,-108.98933
59442,47.93005,-110.64697
59443,47.5621,-111.82647
59444,48.65227,-111.34881
59446,47.64083,-110.17894
59447,47.28116,-110.45955
59448,48.25789,-112.86703
59450,47.5992,-110.73923
59451,47.38984,-109.39779
59452,46.86946,-110.09831
59453,46.65903,-109.66996
59454,48.74481,-111.97769
59456,48.27221,-111.35432
59457,47.08027,-109.38656
59460,48.07682,-110.50908
59461,48.4894,-111.19985
59462,47.10833,-109.88513
59463,47.0489,-110.86668
59464,46.87409,-109.60589
59465,46.93777,-110.70788
59466,48.78746,-111.69124
59467,48.07149,-112.37794
59468,47.71253,-111.62842
59469,47.19087,-110.68378
59471,47.4161,-108.77191
59472,47.37939,-111.17095
59474,48.53314,-111.69254
59477,47.44467,-111.97419
59479,47.016,-110.33696
59480,47.22696,-111.12013
59482,48.88446,-111.86622
59483,47.47212,-111.72261
